0,33,5,32,25.7333,16.85,54.8018,16.85,122.123,32.6688,16.85,25.7333,24.0448,25.7333,29.3564,21.2787,16.85,16.85,20.8674
1,10,10,29,123.756,305.756,125.339,23.2518,23.2518,32.7208,23.2518,23.2518,26.2756,23.2518,23.2518,24.8203,23.2518,23.2518,24.5222
2,16,11,20,34.354,147.044,150,34.354,34.354,86.9909,46.8556,34.354,53.2882,34.354,34.354,44.8678,49.0543,34.354,41.5456
3,9,11,13,7.35017,7.35017,10.6624,7.35017,7.35017,8.22578,7.35017,7.35017,7.62594,7.35017,7.35017,7.49876,7.35017,7.35017,7.46808
4,2,3,11,312.401,307.395,167.569,89.4054,313.198,109.667,89.4054,124.655,96.0522,302.17,323.401,74.8534,34.5521,34.5521,58.6757
5,16,0,6,53.0071,300.969,130.868,53.0071,303.832,76.5999,53.0071,301.266,62.0421,53.0071,161.153,56.8966,53.0071,58.8537,55.499
6,29,13,24,139.596,124.891,217.892,69.6075,307.261,137.33,69.6075,227.898,102.455,69.6075,301.203,88.6798,96.6139,55.1075,81.3403
7,32,7,28,316.149,290.262,209.603,110.154,49.4526,102.286,141.355,34.9523,78.4397,68.6523,34.9523,61.5919,34.9523,34.9523,48.8344
8,19,14,30,90.658,300.106,229.717,35.8023,301.115,93.4019,35.8023,222.769,57.8348,35.8023,50.5026,44.749,35.8023,35.9023,41.2571
9,4,6,35,62.6045,302.643,216.941,77.3049,62.6045,113.944,96.7028,62.6045,89.7839,62.6045,109.209,75.3058,48.1045,317.22,62.5914
10,20,7,33,13.5032,13.5032,15.6065,13.5032,13.5032,13.9935,13.5032,13.5032,13.749,13.5032,13.5032,13.6999,13.5032,13.5032,13.6897
11,21,1,30,204.945,286.799,413.03,157.594,323.06,225.535,74.1391,293.817,159.145,170.493,305.87,108.527,88.8395,301.896,90.4811
12,14,1,13,29.5,29.5,33.0635,29.5,29.5,29.9529,29.5,29.5,29.7016,29.5,29.5,29.6447,29.5,29.5,29.6272
13,14,0,29,57.6034,147.706,97.5764,43.1034,43.1034,65.0232,30.6519,43.1034,42.0895,30.6519,43.1034,35.0803,30.6519,43.1034,33.4174
14,5,2,7,50.9,304.048,66.8783,36.8004,36.8004,44.9307,36.8004,45.7537,39.8563,36.8004,36.8004,38.8115,36.8004,36.8004,38.449
15,18,11,3,306.214,306.119,203.652,124.553,315.999,129.474,63.8526,305.086,93.4799,63.8526,49.3523,80.3482,78.6526,301.153,73.5629
16,22,9,35,24.7864,126.993,109.558,24.7864,30.6031,32.0579,24.7864,30.6031,27.4593,24.7864,30.6031,26.2937,24.7864,30.6031,26.0257
17,13,10,0,111.507,300.35,268.176,111.506,96.8073,166.816,96.8056,41.5536,124.331,41.5536,41.5536,84.0859,56.0536,41.5536,65.4373
18,10,2,35,64.9561,50.4561,126.231,52.5509,50.4561,73.5752,38.0505,167.968,49.3896,38.0505,50.4561,42.3912,38.0505,50.4561,40.747
19,27,9,4,223.51,301.151,433.272,101.741,304.069,250.847,197.458,305.234,172.594,144.693,308.998,138.189,87.6089,305.968,121.286
20,32,3,25,57.5531,44.6532,113.876,57.5531,53.5365,64.3602,100.136,53.5365,51.0645,30.1532,39.0365,41.8416,30.1532,39.0365,37.9842
21,9,5,23,315.677,302.163,305.778,67.5376,303.432,160.962,82.0376,58.8543,96.9797,53.0375,148.161,67.2545,67.5376,58.8543,59.4154
22,14,13,13,29.5,29.5,65.1652,29.5,44.1,34.5189,58.8505,29.5,31.5884,29.5,29.5,30.9528,29.5,29.5,30.7734
23,25,6,27,36.8,36.8,39.2723,36.8,36.8,37.3601,36.8,36.8,37.194,36.8,36.8,37.1662,36.8,36.8,37.1579
24,13,3,11,88.052,315.321,80.1964,44.1553,44.1553,56.0794,44.1553,44.1553,48.7419,44.1553,44.1553,46.638,44.1553,44.1553,46.012
25,19,15,8,58.7515,58.7515,98.2083,73.2515,58.7515,66.2837,58.8555,58.7515,61.4484,58.7515,58.7515,60.4975,58.7515,58.7515,60.225
26,19,0,5,85.9049,304.799,300.726,53.0558,309.619,130.672,53.0558,303.455,76.5313,53.0558,175.605,62.1824,53.0558,71.4049,57.0101
27,7,14,22,89.9409,302.566,405.89,305.063,300.914,210.848,166.356,131.846,141.496,118.941,146.039,116.384,76.956,117.345,100.391
28,14,1,15,7.3,7.3,24.3618,7.3,7.3,11.9447,7.3,7.3,9.90749,7.3,7.3,9.67121,7.3,7.3,9.63199
29,6,9,9,92.6034,182.561,208.79,31.0567,112.757,71.4623,31.0567,36.9034,38.9347,36.9034,36.9034,34.6452,31.0567,63.5034,33.0904
30,15,1,6,183.854,311.953,240.813,75.2069,302.452,141.026,34.8523,34.9021,84.8231,34.8523,222.916,56.2376,62.7056,34.9021,46.4594
31,15,15,7,97.0069,300.903,253.729,304.116,303.985,154.16,42.1523,302.404,101.971,42.1523,42.2021,65.3568,88.3527,42.2021,54.8297
32,25,2,11,74.5872,306.419,182.864,269.962,250.4,112.642,60.0872,318.211,86.1721,60.0872,65.9039,70.2857,60.0872,168.51,64.721
33,6,3,0,43.8,136.707,66.4583,174.701,43.8,47.7209,43.8,43.8,45.589,43.8,58.4,45.2352,43.8,43.8,45.1553
34,11,14,14,14.7003,302.351,47.808,29.4007,14.6502,17.9928,14.6502,14.6502,16.2347,14.6502,14.6502,15.8222,14.6502,29.3505,15.7348
35,24,11,31,301.1,303.903,405.771,132.291,300.853,219.388,132.291,77.0075,169.131,77.0075,146.96,127.809,90.7588,300.753,106.783
36,24,2,34,38.9365,301.801,52.5415,38.9365,301,44.15,38.9365,44.7532,40.8529,38.9365,44.7532,40.1436,38.9365,44.7532,39.994
37,14,3,21,67.7375,323.914,243.381,85.9595,53.2372,141.428,208.097,44.2536,79.4699,38.4368,56.7042,51.7642,38.4368,44.2536,44.5889
38,26,5,13,307.266,300.423,332.721,106.954,300.623,130.887,45.4374,316.198,80.5312,45.4374,302.004,61.0116,45.4374,79.1374,51.9431
39,1,4,3,124.4,36.8,59.7169,36.8,36.8,40.6141,36.8,36.8,38.5296,36.8,36.8,38.1824,36.8,36.8,38.1034
40,16,6,22,44.1039,155.794,151.819,38.2872,308.202,71.0868,38.2872,44.1039,42.9291,38.2872,44.1039,39.7869,38.2872,44.1039,39.1288
41,23,8,14,300.849,301.249,362.767,304.219,304.339,159.826,103.837,310.22,121.966,49.4037,306.368,84.8316,34.8535,305.336,57.9633
42,3,11,23,305.669,303.672,423.287,310.468,252.269,236.251,112.944,306.961,161.869,133.76,145.789,136.325,104.291,268.715,119.385
43,32,4,13,37.801,67.0013,123.648,182.112,300.918,69.5061,37.801,37.801,52.6478,46.6843,46.6843,48.1024,31.9843,46.6843,42.1127
44,11,13,4,93.1537,315.176,304.137,45.6055,51.4521,112.092,45.6055,51.4521,61.0992,45.6055,51.4521,51.5025,45.6055,51.4521,48.3881
45,33,1,20,13.5032,13.5032,17.5309,13.5032,13.5032,14.5999,13.5032,13.5032,14.1192,13.5032,13.5032,13.9542,13.5032,13.5032,13.8879
46,23,5,30,300.849,302.756,354.441,98.439,314.1,166.364,98.0108,306.849,119.249,70.5558,320.015,98.6426,83.5108,195.209,87.3727
47,4,12,17,306.601,294.455,212.119,132.458,111.207,106.41,102.954,56.3537,80.759,41.8537,41.8537,59.0998,41.8537,41.8537,52.8438
48,14,8,25,168.66,89.2875,233.716,303.836,302.957,133.237,148.344,112.403,90.8785,45.4868,139.41,69.1084,60.0872,51.3036,56.0401
49,13,2,17,7.35017,7.35017,24.3626,7.35017,7.35017,11.8753,7.35017,7.35017,10.2733,7.35017,7.35017,9.80264,7.35017,7.35017,9.72653
50,33,2,4,130.655,125.208,340.171,139.308,300.15,211.656,98.2062,272.115,148.455,98.2062,172.962,112.059,116.853,130.655,95.1724
51,20,10,6,156.744,304.619,441.469,253.268,177.159,237.189,87.3611,307.434,147.374,87.3611,162.659,116.448,93.606,256.106,101.349
52,12,3,5,34.5036,301.12,166.297,34.5036,132.457,84.7938,75.1573,34.5036,55.9416,81.004,34.5036,46.1139,34.5036,34.5036,42.5185
53,14,11,13,29.5,308.609,65.1652,29.5,29.5,34.5189,29.5,29.5,31.5884,29.5,29.5,30.9528,29.5,44.3003,30.7734
54,33,12,18,306.505,126.99,181.299,37.2899,301.955,72.7474,30.6002,302.101,40.5289,30.6002,24.7835,32.8231,24.7835,24.7835,29.9055
55,35,3,29,41.7043,41.7043,67.8973,41.7043,27.2043,51.011,27.2043,27.2043,38.4625,27.2043,27.2043,34.1134,27.2043,27.2043,32.6139
56,2,7,12,67.3069,307.251,151.58,85.5536,52.7069,98.5824,81.4069,134.354,79.1898,67.3069,58.5536,73.567,52.7069,58.5536,61.6565
57,29,11,10,23.2518,303.851,36.6701,23.2518,23.2518,27.5521,23.2518,23.2518,25.4473,32.2051,23.2518,24.823,23.2518,32.2051,24.6221
58,30,5,18,43.1024,118.605,200.664,43.1024,85.2066,91.3699,43.1024,28.6021,65.8364,28.6021,68.8579,43.5675,28.6021,41.4025,38.2302
