0,33,5,32,20.8674,16.85,16.85,16.85,16.85,25.7333,16.85,16.85,53.6166,16.85,25.7333,16.85,16.85,16.85,25.7333,25.7333
1,0,1,10,47.1014,302.101,45.3553,256.406,51.202,51.202,51.202,51.202,51.202,51.202,84.902,51.202,51.202,51.202,51.202,51.202
2,34,8,23,26.947,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531,21.0531
3,5,8,28,24.8565,30.5002,30.5002,30.5002,30.5002,30.5002,80.1072,30.5002,30.5002,30.5002,30.5002,30.5002,30.5002,30.5002,30.5002,30.5002
4,16,0,26,50.6013,190.243,304.048,302.999,51.1539,117.138,51.1539,51.1539,78.7037,91.5099,51.1539,51.1539,63.9543,51.1539,51.1539,51.1539
5,26,6,16,47.9671,306.369,238.049,51.1539,51.1539,51.1539,65.2539,51.1539,51.1539,51.1539,51.1539,51.1539,51.1539,51.1539,51.1539,51.1539
6,11,6,2,48.0846,194.512,118.712,49.1521,34.5521,34.5521,49.1521,34.5521,34.5521,34.5521,34.5521,34.5521,34.5521,34.5521,34.5521,34.5521
7,12,4,14,38.0177,36.75,36.75,36.75,65.9503,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,36.75,51.5053,36.75
8,0,13,7,52.2616,51.1004,65.2,51.1004,51.1004,51.1004,51.1004,51.1004,51.1004,51.1004,65.2,51.1004,51.1004,51.1004,51.1004,51.1004
9,17,3,27,48.9452,45.3872,84.9039,51.2039,51.2039,51.2039,51.2039,51.2039,65.8039,51.2039,93.7872,65.9039,51.2039,51.2039,51.2039,65.7039
10,34,9,22,19.3441,13.7531,227.644,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,13.7531,47.4531
11,31,5,24,105.414,138.107,306.901,161.691,317.914,154.597,150.614,153.681,62.5075,75.0139,62.5075,62.5075,77.0076,77.0075,62.5075,99.2741
