0,45,5,43,32.7943,304.982,102.684,62.1914,302.236,49.5244,40.7817,38.8664,38.2588,49.7422,302.058,33.206,29.75,28.9149,32.2993
1,24,14,21,62.6399,306.73,146.926,18.8309,23.1838,26.3112,11.3841,27.4924,19.029,11.3841,23.1838,12.7942,11.3841,35.4925,11.7622
2,16,14,25,36.3545,305.814,135.48,16.5503,297.515,24.83,16.5503,16.5503,19.2297,16.5503,16.5503,17.2047,16.5503,16.5503,16.8358
3,42,15,32,124.519,302.216,133.889,86.1666,314.482,73.1582,93.73,161.738,56.8906,48.6562,227.915,53.2067,48.2871,304.272,50.9351
4,4,7,37,29.9468,29.9468,43.9397,29.9468,304.127,31.6904,29.9468,29.9468,30.6061,25.9845,29.9468,26.957,25.9845,29.9468,26.3945
5,4,6,1,22.15,22.15,24.8362,22.15,22.15,23.0151,22.15,22.15,22.4651,22.15,22.15,22.4429,22.15,22.15,22.4377
6,11,12,13,7.27852,7.27852,8.14906,7.27852,7.27852,7.42943,7.27852,7.27852,7.35778,7.27852,7.27852,7.35171,7.27852,7.27852,7.35131
7,19,0,46,36.8739,36.8739,38.5351,36.8739,36.8739,37.5643,36.8739,36.8739,37.3428,36.8739,36.8739,37.3061,36.8739,36.8739,37.2774
8,21,8,6,55.6031,55.5258,65.8039,55.5258,128.935,58.9909,51.2944,55.5258,55.8234,46.4389,55.5258,52.5478,46.4389,55.5258,50.6396
9,42,5,3,21.5402,21.5402,27.433,21.5402,21.5402,23.6639,21.5402,21.5402,22.4795,21.5402,21.5402,21.884,21.5402,21.5402,21.8454
10,34,6,6,51.4512,51.3699,58.8792,80.5283,51.3699,54.318,51.3699,50.4952,52.5699,51.3699,51.3699,51.99,50.4958,51.3699,51.1777
11,22,5,36,66.9586,33.7038,132.242,33.7038,306.114,45.2377,32.6061,42.005,35.2693,32.6061,306.691,33.1236,32.6061,61.3398,32.9345
12,21,13,20,26.2441,7.40696,16.4099,7.40696,7.40696,9.86279,7.40696,7.40696,8.84603,7.40696,7.40696,7.69237,7.40696,7.40696,7.62079
13,21,2,23,26.3184,300.098,59.0439,26.3184,26.1809,40.2853,18.7341,302.947,25.4332,18.7341,35.9776,20.7396,18.7341,35.9776,19.8064
14,4,9,14,29.3048,29.3048,34.2254,29.3048,29.3048,30.2469,24.4182,29.3048,26.4145,24.4182,29.3048,25.3663,24.4182,29.3048,24.8789
15,45,14,5,110.033,301.056,102.52,46.4428,60.2593,56.6671,42.5052,43.2843,48.7959,46.3918,43.2843,45.8967,39.3746,51.0703,43.3267
16,22,5,3,53.3036,141.168,70.0482,51.7947,66.6655,58.7781,51.7947,53.3036,55.2208,51.7947,53.3036,54.0213,51.7947,53.3036,53.3119
17,20,3,19,81.3044,27.4737,52.6773,27.4737,35.6077,30.8742,27.4737,27.4737,28.6645,27.4737,27.4737,27.9082,27.4737,27.4737,27.8601
18,7,14,10,303.15,44.1781,65.1767,44.1781,44.1781,53.3457,57.6184,44.1781,47.7897,44.1781,44.1781,47.2844,44.1781,44.1781,47.1185
19,16,11,0,35.6681,36.2878,109.76,176.781,59.7229,58.405,52.605,35.6681,44.4635,35.6681,269.765,39.9393,35.6681,35.6681,37.3173
20,4,0,47,68.1866,87.1799,89.0911,54.2768,59.9745,61.777,54.2768,301.947,55.9684,58.3318,59.9745,54.1568,48.8429,59.9745,50.5407
21,47,2,42,82.9465,132.238,101.82,54.8592,302.508,66.3775,158.702,59.9748,60.5202,55.3944,165.995,57.0588,47.2975,66.7477,53.2764
22,25,10,20,3.72261,3.72261,7.05262,3.72261,3.72261,4.58432,3.72261,3.72261,3.84164,3.72261,3.72261,3.80569,3.72261,3.72261,3.79655
