9.16089,1.24927,0.893786,4.74804,3.64414,0.893786,9.19436,0.893786,1.40699,0.970071,1.13801,1.87077,1.1879,0.893786,1.40699
15.6938,0.911627,0.911627,0.758685,0.911627,0.911627,1.83772,0.911627,0.911627,0.758685,0.911627,0.911627,0.758685,0.911627,0.911627
9.2883,9.13842,9.25009,1.35381,1.11614,0.938831,1.35381,0.938831,1.11614,1.4684,0.938831,1.11614,1.35381,0.938831,1.11614
6.24516,0.960465,6.1577,1.21965,1.21965,2.63603,1.21965,0.960465,1.21965,1.21965,0.960465,1.21965,1.21965,0.960465,1.21965
3.8698,1.48356,1.85744,1.53677,0.864287,1.50911,0.99015,0.90032,1.32576,0.913776,0.990697,1.32282,0.994848,0.864287,1.07438
7.05716,5.11501,7.05013,1.00062,1.00062,1.00062,1.00062,1.00062,1.00062,1.00062,1.00062,1.00062,1.00062,0.894082,6.98771
0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854,0.913854
12.2255,4.28373,12.5331,0.5979,3.2948,1.06399,1.13314,0.623599,0.623599,12.147,0.623599,1.13314,0.5979,0.623599,1.13314
7.36417,0.966461,0.966461,0.966461,0.966461,0.966461,0.966461,0.966461,0.966461,0.966461,0.969924,0.966461,0.966461,0.966461,0.966461
1.07218,0.973385,6.18049,1.07218,0.935111,1.6478,4.32619,0.969787,1.95355,1.48814,0.935111,0.935111,5.89903,0.935111,1.17975
3.18566,8.0525,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821,0.983821
0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971,0.900971
0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498,0.971498
0.756073,0.756073,0.756073,0.756073,0.756073,0.756073,0.756073,0.756073,0.756073,0.756073,1.9597,0.756073,0.756073,0.756073,1.86309
4.29283,1.77985,6.71839,1.13944,0.955239,1.13944,1.13944,0.955239,1.13944,1.13944,6.71763,1.13944,1.13944,0.955239,1.13944
4.55755,1.44905,0.980704,1.1132,1.02104,1.13953,1.1132,1.02104,1.43498,1.1132,0.889072,1.02104,1.1132,0.889072,0.980704
2.26288,2.51065,1.26027,2.83718,1.27724,1.36623,2.94924,0.957857,4.84753,1.2139,0.957857,1.0315,1.61775,0.957857,1.0315
0.997083,1.24372,4.33916,0.832598,1.72344,0.926186,5.56915,0.981966,1.09818,5.4834,0.926186,5.3899,5.47533,0.926186,0.926186
2.21165,0.962674,2.82182,6.43074,1.08046,0.941584,1.08046,0.941584,6.43497,1.19298,0.962674,6.46122,0.962674,0.962674,1.28079
4.41356,0.960593,0.960593,0.923264,0.960593,0.960593,0.923264,0.960593,1.39134,0.923264,0.960593,0.960593,0.923264,0.960593,0.960593
0.930365,0.870268,1.03478,0.930365,1.03478,1.03478,0.930365,1.03478,1.03478,0.995641,0.870268,1.03478,0.995641,0.870268,1.03478
0.927935,1.77121,7.13551,4.08106,0.980935,1.49735,6.83152,0.980935,1.49735,1.04176,0.980935,1.03948,0.953514,0.927935,0.980935
0.916899,6.37925,1.22314,4.18147,0.916899,0.971212,0.995709,0.995709,0.916899,0.916899,0.916899,0.971212,0.995709,0.995709,0.916899
4.96833,1.57618,1.17073,5.30095,1.17073,1.17073,5.31837,1.17073,1.32714,0.971141,2.99356,1.17073,1.08438,0.972187,1.32714
0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,0.94488,1.88651,0.94488
1.11899,1.11899,1.11899,1.11899,1.11899,1.11899,1.11899,0.956191,1.11899,1.11899,1.34241,1.11899,1.11899,0.956191,1.11899
6.33216,1.65872,0.970629,0.940322,0.970629,0.940322,0.940322,1.25133,0.940322,0.940322,0.970629,0.940322,0.940322,0.940322,0.970629
1.35183,1.46134,0.939996,3.76429,0.939996,1.35183,1.05463,0.939996,1.05463,1.05463,0.939996,1.05463,1.05463,0.939996,1.35183
5.98094,1.88654,5.96569,5.96607,1.59815,2.19912,6.03965,1.03298,1.03298,0.964707,1.25724,1.20937,0.959551,0.83166,1.20937
0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,0.966157,1.29077,0.966157
11.1064,1.5741,2.71664,10.9709,2.00582,1.07436,1.40039,0.927304,3.18273,1.14905,0.927304,2.71664,2.67518,0.927304,0.904441
9.68684,6.94982,12.8347,0.896184,12.9057,0.896184,1.52329,5.33096,10.5156,0.896184,1.52329,1.52329,0.896184,0.896184,0.896184
3.1806,2.58506,6.05443,0.946858,1.74391,1.45574,1.45574,0.909618,3.12538,0.946858,0.909618,1.74391,0.96569,0.96569,1.05884
0.902766,0.902766,2.41642,0.902766,0.902766,0.902766,0.902766,2.10167,0.902766,0.902766,0.902766,0.902766,0.902766,0.902766,0.902766
