8.27185,8.32581,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,8.27185,1.3869,1,1.39687,1.88491,1.91248,1.39687,1.91248,1.88491,1.88491,1.91248,1.91248,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.91248,1.88491,1.88491,1.91248,1.88491,1.88491,1.91248,6.34581,1.88491,1.91248,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.88491,1.00997,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.23317,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1.00997,1,1,1,1,1,1,1,1,1,1,1,1,1
20.7514,1.50814,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.8014,20.7514,20.8014,20.7514,20.7514,20.7514,20.7514,20.7514,20.8014,20.8014,20.7514,20.5789,20.5789,20.7514,20.7514,20.5789,20.5789,20.8014,20.8014,1.08469,1,1.62822,20.4629,20.4629,1.71139,20.732,20.4629,1.08469,1.08469,20.732,1.08469,1.08469,20.4629,20.4629,20.828,20.4629,20.4629,20.4629,1.08469,1.08469,1.71139,20.732,1.08469,1.08469,1.71139,1.71139,1.71139,20.732,1.08469,1.71139,20.8404,20.8404,1.08469,1.08469,1,6.71449,20.7597,1.08469,1.62822,1,1,1,20.9491,1,1.08469,1,1,1.08469,1.08469,1,1,1,1,1,1,1,1,1,1,1,2.14852,1.62822,1.62822,1,1,1,1.08469,1,1,20.6666,1.65156,1.62822,1.62822,1,1,20.6666,1.08469,1,1.28418,7.73617,1,1,1,1,1,1,1,1,1,1,1,1,1.08469,1,1,1,1,1,1.62822,1.08469,1,1.94348,1.71139,1,1,1,1,1,1.08469,20.6929,1,1,1.08469,1,1.08469,1.71139,1.08469,1,1.28418,1.08469,1.28418,1.08469,1,1.08469,1,1,1,1,1,1.08469,1.08469,1,1.08469,1.08469,1.08469,1,1,1.08469,1,1.08469,1,1.08469,1,1,1,1.08469,1.71139,1,1.28418,1.08469,1.08469,1.28418,20.6901,2.33185,1.08469
2.85746,1.81426,1.81426,1.81426,1.81426,1.81426,2.70791,1.81426,1.81426,8.6204,3.11577,8.47643,8.48037,8.6204,2.79737,8.6204,8.6204,2.79737,8.6204,2.60062,2.60062,8.6204,8.6204,8.58423,8.6204,8.6204,8.6204,8.6204,8.6204,8.6204,8.6204,8.6204,8.6204,8.6204,8.58423,8.6204,8.6204,8.6204,8.6204,1.26884,1.63165,8.45799,8.45799,2.32807,8.45799,8.65578,8.45799,8.45799,8.51849,8.65578,8.52998,1.56329,8.64815,8.65578,1.26884,8.63245,8.60394,1.56329,8.5922,8.5922,8.65184,1.08095,8.52998,8.64774,1.26884,8.64785,8.46129,8.45708,8.4642,8.65184,8.51327,1.26884,8.58557,8.6088,8.45866,8.64785,8.60869,8.65184,8.79652,1.91257,1.56329,8.5794,1.24472,1.24472,1.24472,1.56329,1.56329,8.56819,1.0347,8.52961,1.56329,1.07953,1.0347,1.26884,1.0347,1.56329,1.0347,1.56329,1.0347,8.61148,1.08095,8.53284,1.07953,8.54424,1.24472,7.52657,1.55551,2.45233,8.484,8.52871,8.47172,8.54198,8.47076,8.484,8.65813,5.15185,8.5965,1.29135,3.92999,1.81426,2.24074,1.81426,1.56329,1.24472,1.56329,1.56329,1.0347,8.47155,1.24472,1.56329,8.59024,1.56329,1.26151,1.24472,1.0347,1.56329,1.29923,1.07953,1.56329,1.07953,1.39127,1.28288,1.97183,2.38319,8.56182,1.64467,1.56329,1.39127,8.64708,1.24472,1.50968,1.47383,8.58199,1.39302,8.46287,8.58128,1.26884,1.0347,2.6037,1.56329,2.01619,1.81426,8.61793,2.01705,1.24472,1.24472,1.81426,1.56329,8.45749,1.57359,2.38038,1.56329,2.19867,1.24472,8.53724,8.51614,1.0347,1.24472,1.24472,1.24304,1.21641,1.82456,1.56329,1.57359,8.52985,1.28288,1.56329,1.0347,2.1779,1.28288,1.56329,8.46668,8.49109,8.53559,8.51868
1.88881,2.49445,2.49445,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.88881,1.50801,1.50801,1.88881,2.2602,2.2602,2.2602,2.2602,2.2602,1.88881,2.2602,2.2602,2.2602,2.2602,5.2747,2.2602,2.2602,2.2602,7.11297,2.2602,7.11297,7.11297,1.14519,1,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,5.01407,1.38143,1.04373,5.66961,1.38143,5.66961,7.81415,1.0013,1.14519,1.38143,5.66961,1.91226,1.14519,1.14519,1.38143,5.01407,2.26178,5.01407,1.14519,1.51322,1.0013,2.2602,7.64184,7.64184,1.51322,1.51322,1.51322,1.51322,1.51322,1.50801,1.51322,1.50801,1.88881,7.64184,1.51322,1.51322,1.51322,1.14519,5.66961,1.14519,7.79387,1.0013,1.14519,1.22769,1.14519,1.14519,1.14519,1.14519,1.22769,1.18073,1,1.14519,1.14519,1.22769,1.14519,1,5.53838,2.13235,1.14519,1,2.49445,1.14519,1.18073,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.50801,1.14519,1.14519,1.14519,1.04373,1.14519,1.14519,1.36282,1.89621,1.14519,1.36282,1.14519,1.14519,1,1.14519,1.14519,1.18073,2.2602,3.98523,2.19699,1,1.04373,1.14519,1,1.61075,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.14519,1.23439,1.14519,1.14519,1.14519,1.14519,1,1.14519,1.14519,1.14519,1,1,1,1,1.14519,1,1.14519,1.14519,1,1.14519,1.04373,1.38143,1.20388
1.28589,1.08099,1.08099,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.28589,1.37609,1.37609,1.28589,1.28589,7.2347,1.28589,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,7.2347,1.25271,1,1,1.25271,1,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,7.36742,1.25271,1.35408,1.25271,7.31493,1,7.33804,1.25271,7.20836,1.25271,1.94429,7.20836,7.31493,7.31493,7.26967,7.22294,7.23052,7.24743,1.25271,1.38395,1.94231,1.25271,1.25271,1.25271,1.08099,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,7.31884,1.25271,1.25271,1.08099,1.04894,1.94429,1.48339,7.57975,1.25271,1.25271,1.08099,6.77286,6.77294,6.4457,6.46266,1.25271,1.25271,1,1.08099,1.25271,1.08099,1.25271,1.28589,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.13131,1.13131,1.25271,1.25271,1.08099,1.25271,1.25271,1.08099,1,1.48339,1.08099,1.25271,1.08099,1.13131,5.23475,1.08099,1.08099,1.25271,1.13131,1.25271,1.25271,3.10743,7.26931,1.25271,1.25271,1,1.08099,1.25271,1.48339,1.25271,1,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.25271,1.48339,1.13131,1.25271,1.25271,1.25271,1.08099,1,1.08099,1.08099,1,1.04894,1.28589,1.48339,1,1,1.08099,1.08099,1.08099,1.25271,1.25271,1,1.08099,7.21069,1.25271
6.73441,6.73441,6.73441,6.05034,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,6.73441,1.03053,1.02866,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.43609,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.03053,1.02866,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.44006,1.03053,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.03053,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,3.90958,1.02866,1.02866,1.02866,1.02866,1.02866,1.02866,8.45695
9.27141,1.9894,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.29973,9.1116,9.29973,9.1325,9.1325,9.1325,9.1325,9.1325,9.1325,9.1325,9.1325,9.1325,9.1325,9.29973,9.1116,9.1325,9.1325,9.1116,9.1325,9.29973,9.1325,9.27738,2.26395,1.58011,4.9436,4.9436,4.9436,1.1379,1.58011,1.58011,4.9436,4.9436,4.9436,1.58011,1.58011,1.1379,4.9436,4.9436,1.1379,4.9436,3.31463,4.9436,9.21597,9.21597,1.1379,9.21597,9.21597,9.21597,1.1379,9.29618,1.1379,9.21597,9.10255,3.31463,9.21597,9.21597,9.25875,9.13165,4.9436,9.29618,9.27891,1.1379,1.58011,1.58011,2.04115,2.04115,2.04115,1.58011,1.58011,2.04115,2.04115,2.04115,1.58011,1.58011,9.259,2.04115,9.221,1.1379,2.04115,9.21127,2.04115,1.58011,1.1379,1.7698,1.58011,1.58011,1.58011,1.1379,4.52456,9.11771,1.58011,9.23928,1.1379,1.1379,1.13631,9.22963,1.1379,9.28262,9.28689,1.56397,1.1379,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,2.04115,2.04115,1.58011,1.58011,1.58011,1.58011,2.04115,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,9.10208,1.1379,1.58011,1.1379,1.77459,1.58011,1.1379,1.58011,1.58011,1.1379,1.69679,1.58011,9.26965,1.77459,1.1379,1.58011,9.28367,1.40649,1.1379,1.58011,2.04115,2.92064,1.58011,1.58011,1.58011,1.58011,4.52456,9.23999,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,1.58011,2.07615,1.1379,9.19769,9.17629,1.1379,1.55832,1.61814,1.58011,2.02583,9.16922,1.1379,2.05104,1.58011,1.1379,1.1379,1.77459,1.58011,1.1379
1.01411,1.01411,1.01411,1.02723,1.02723,1.01411,1.01411,1.02723,1.01411,1.02723,1.01411,1.02723,1.02723,1.02723,1.02723,1.02723,1.01411,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.01411,1.01411,1.01411,2.27428,1.87168,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.87168,1.02723,1.02723,2.68517,1.87168,1.02723,1.87168,1.87168,2.68517,1.87168,1.87168,1.87168,2.27428,1.87168,2.68517,1.87168,2.27428,2.68517,2.68517,1.87168,2.27428,1.87168,1.87168,1.01411,1.02723,1.01411,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.43531,1.02723,1.02723,1.02723,1.02723,1.43531,1.02723,1.02723,1.02723,1.02723,1.02723,2.69346,1.02723,1.02723,8.46061,1.43531,1.02723,1.02723,1.02723,1.00847,1.01411,1.02723,2.731,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.03016,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.43531,1.02723,1.02723,1.02723,1.02723,1.00847,1.02723,1.02723,1.02723,1.01411,1.02723,1.00847,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.03016,1.00847,1.02723,1.02723,1.02723,1.02723,1.02723,1.02723,1.01411
3.13874,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.23336,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.23336,1.0251,1.0251,1.23336,1.0251,1.00569,1.48662,1.0251,1.23336,1.0251,1.0251,1.23336,1.23336,1.23336,1.00569,1.23336,1.00569,1.23336,1.23336,1.48662,1.23336,1.0251,1.39021,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.23336,1.23336,1.00569,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.23336,1.0251,1.33911,1.0251,1.23336,1.23336,1.23336,1.0251,1.23122,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.00569,1.0251,1.00569,1.00569,1.0251,1.48662,1.00569,1.00569,1.33911,2.70579,1.0251,1.23336,1.0251,1.00569,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.00569,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.0251,1.00569
1.24058,1.86657,1.24058,1.24058,1.24058,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,6.31295,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,3.75794,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.12209,1.24058,1.24058,1.12209,1.12209,1.24058,1.12209,1.12209,1.24058,5.64056,5.64056,1.12209,1.24058,1.24058,1.12209,1.12209,6.33909,6.35136,1.12209,1.24058,1.24121,1.12209,1.12209,6.35966,6.33909,1.12209,6.33909,1.12209,1.12209,6.35994,1.12209,1.12209,6.33909,1.24058,1.02102,1.24058,1.12209,1.12209,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.12209,1.12209,1.24058,1.12209,1.24058,1.24058,1.12209,1.12209,1.12209,1.12209,1.12209,6.40895,6.34617,1.12209,1.12209,1.12209,1.24058,1.16619,1.12209,1.12209,6.30517,1.56134,1.24121,6.34746,1.24058,1,1.24058,1.24058,1,1.12209,1.12209,1.24058,1.24058,1.24058,1.12209,1.24058,1.12209,1.24058,1.24058,1.12209,1.24058,1.24058,1.24058,1.24058,1.24058,1.24058,1.12209,1.12209,1.24058,1.56134,1.12209,1.12209,1.12209,1.24058,1.12209,1.24058,5.08348,6.43345,1.24058,1.24058,1.12209,6.39276,1.12209,1.24058,1,1.24058,1.24058,1.24058,1.44131,1.24058,1.24058,1.24058,1.12209,1.24058,1.24058,1.24058,1.44131,1.24058,1.24058,6.32366,6.38009,6.38009,1.24058,6.38009,1.24058,1.24058,1.12209,1.24058,1.12209,3.07109,1.24058,1.12209,6.44833,1.24058,1,1.12209,4.84339,1.12209,6.41302,1.24058,6.34937,1.12209
