9.16089,1.24927,0.893786,4.74804,3.64414,9.13366,9.19436,0.893786,0.893786,0.970071,1.13801,1.79946,1.1879,0.893786,0.893786
0.706945,10.8195,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945,0.706945
0.944478,6.91414,0.944478,0.944478,0.944478,0.918656,0.944478,0.944478,0.918656,0.944478,0.918656,1.24448,0.944478,0.918656,0.918656
5.22104,5.78701,6.58658,6.39743,1.33988,0.915432,0.884621,0.915432,0.915432,6.36993,0.915432,0.915432,0.884621,0.915432,0.923114
3.69801,1.0844,5.63175,5.6176,1.0844,1.0844,1.37376,0.932061,1.0844,1.37376,0.932061,1.0844,1.37376,0.931768,1.0844
0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756,0.868756
0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742,0.984742
3.85744,1.42408,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075,0.958075
6.3334,3.35225,6.33142,6.28157,1.54548,0.861439,1.03807,6.33432,0.791872,6.24769,0.933398,1.14261,6.28155,0.791872,6.22772
6.57186,1.92756,1.6347,6.67641,1.13953,0.9499,6.53335,0.931501,1.45821,1.25345,0.9499,1.45821,1.07889,0.9499,1.13953
0.984579,1.79766,0.984579,0.984579,0.984579,0.984579,0.984579,0.984579,1.23256,0.984579,0.984579,0.984579,5.15788,0.888967,0.984579
1.04633,1.30991,1.04633,3.92455,1.04039,1.04633,1.04633,1.04633,1.04633,1.04633,0.961854,1.04633,1.04633,0.961854,0.961854
1.05303,1.05303,1.05303,1.05303,1.05303,1.40355,0.908233,1.48283,1.05303,0.908233,1.03965,1.05303,1.05303,0.928383,1.05303
2.2011,0.961622,0.961622,0.962768,5.62138,0.962768,1.23778,0.961622,4.87295,0.962768,1.23477,0.961622,0.962768,0.961622,0.962768
1.10204,2.06365,3.18862,1.26961,0.963662,1.04691,1.26961,0.963662,1.04691,1.26961,0.963662,0.963662,1.26961,0.963662,1.04691
0.811664,7.15288,17.8102,0.811664,6.08696,0.811664,0.811664,0.811664,0.811664,0.811664,1.56409,0.811664,0.811664,0.811664,0.811664
8.22229,0.96985,0.96985,4.7899,2.15693,0.96985,0.974179,0.96985,0.96985,0.974179,0.96985,0.96985,0.974179,0.96985,1.36373
5.77353,4.15132,1.13974,1.13974,1.13974,5.72666,5.74995,0.973341,5.74908,1.13974,0.973341,1.13974,1.13974,0.938378,1.13974
5.53831,0.925753,2.83057,0.925753,1.08952,1.86573,3.8061,0.925753,0.944165,5.63038,0.944165,0.944165,0.925753,0.944165,1.10793
3.48149,2.50121,1.33126,5.4043,1.59636,4.46258,1.31475,0.951184,1.84264,1.31475,4.28041,1.17794,1.31475,0.936108,1.17794
0.95959,0.95959,0.95959,10.444,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959,0.95959
0.851893,9.08915,0.851893,1.43293,0.933368,0.851893,0.851893,0.933368,0.933368,1.8393,0.933368,0.933368,1.60908,0.933368,1.79599
8.25382,1.87339,0.692667,1.02624,2.36187,0.796859,8.3187,1.05907,0.796859,0.852317,0.796859,1.45356,1.01661,0.914424,1.05907
1.07635,1.78983,1.07635,1.07635,1.07635,1.07635,1.07635,1.07635,1.07635,1.08304,0.94176,3.22177,1.07635,0.94176,1.07635
0.888208,0.888208,0.888208,0.888208,0.888208,0.888208,0.888208,0.888208,0.888208,0.888208,1.51755,0.888208,0.888208,0.888208,0.888208
10.0168,1.33535,10.1016,9.91614,1.33535,0.852825,0.856451,1.33535,1.33535,0.856451,0.852825,1.33535,1.37057,0.852825,1.33535
9.83632,4.54153,9.66327,0.949118,0.949118,0.949118,0.949118,0.949118,1.18566,1.37224,0.949118,1.40294,0.949118,0.949118,0.949118
1.08557,1.08557,1.08557,1.08557,0.972486,1.08557,1.08557,0.972486,1.08557,1.08557,0.972486,1.08557,1.08557,0.972486,1.95422
0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,0.691413,3.61036,0.691413,0.691413,0.691413
